monthseq,month,flodfreqcl,floddurcl,pondfreqcl,ponddurcl,ponddep.l,ponddep.r,ponddep.h,dlyavgprecip.l,dlyavgprecip.r,dlyavgprecip.h,dlyavgpotet.l,dlyavgpotet.r,dlyavgpotet.h,cokey,comonthkey
2,February,None,,Frequent,Brief (2 to 7 days),0,7,15,NA,NA,NA,NA,NA,NA,17501927,183682961
1,January,None,,Frequent,Brief (2 to 7 days),0,7,15,NA,NA,NA,NA,NA,NA,17501927,183682962
3,March,None,,Frequent,Brief (2 to 7 days),0,7,15,NA,NA,NA,NA,NA,NA,17501927,183682963
8,August,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501927,183682964
6,June,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501927,183682965
10,October,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501927,183682966
9,September,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501927,183682967
4,April,None,,Frequent,Brief (2 to 7 days),0,7,15,NA,NA,NA,NA,NA,NA,17501927,183682968
5,May,None,,Frequent,Brief (2 to 7 days),0,7,15,NA,NA,NA,NA,NA,NA,17501927,183682969
7,July,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501927,183682970
12,December,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501927,183682971
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501928,183682972
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501928,183682973
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501928,183682974
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501928,183682975
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501928,183682976
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501928,183682977
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501928,183682978
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501928,183682979
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501928,183682980
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501928,183682981
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501928,183682982
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501928,183682983
10,October,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501929,183682984
11,November,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501929,183682985
3,March,None,,Frequent,Brief (2 to 7 days),0,7,15,NA,NA,NA,NA,NA,NA,17501929,183682986
5,May,None,,Frequent,Brief (2 to 7 days),0,7,15,NA,NA,NA,NA,NA,NA,17501929,183682987
8,August,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501929,183682988
2,February,None,,Frequent,Brief (2 to 7 days),0,7,15,NA,NA,NA,NA,NA,NA,17501929,183682989
7,July,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501929,183682990
9,September,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501929,183682991
1,January,None,,Frequent,Brief (2 to 7 days),0,7,15,NA,NA,NA,NA,NA,NA,17501929,183682992
4,April,None,,Frequent,Brief (2 to 7 days),0,7,15,NA,NA,NA,NA,NA,NA,17501929,183682993
6,June,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501929,183682994
12,December,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17501929,183682995
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502049,183684398
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502049,183684399
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502049,183684400
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502049,183684401
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502049,183684402
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502049,183684403
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502049,183684404
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502049,183684405
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502049,183684406
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502049,183684407
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502049,183684408
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502049,183684409
2,February,None,,Frequent,Brief (2 to 7 days),0,7,15,NA,NA,NA,NA,NA,NA,17502050,183684410
1,January,None,,Frequent,Brief (2 to 7 days),0,7,15,NA,NA,NA,NA,NA,NA,17502050,183684411
3,March,None,,Frequent,Brief (2 to 7 days),0,7,15,NA,NA,NA,NA,NA,NA,17502050,183684412
4,April,None,,Frequent,Brief (2 to 7 days),0,7,15,NA,NA,NA,NA,NA,NA,17502050,183684413
5,May,None,,Frequent,Brief (2 to 7 days),0,7,15,NA,NA,NA,NA,NA,NA,17502050,183684414
6,June,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502050,183684415
7,July,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502050,183684416
8,August,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502050,183684417
9,September,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502050,183684418
10,October,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502050,183684419
11,November,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502050,183684420
12,December,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502050,183684421
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502051,183684422
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502051,183684423
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502051,183684424
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502051,183684425
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502051,183684426
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502051,183684427
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502051,183684428
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502051,183684429
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502051,183684430
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502051,183684431
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502051,183684432
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502051,183684433
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502052,183684434
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502052,183684435
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502052,183684436
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502052,183684437
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502052,183684438
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502052,183684439
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502052,183684440
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502052,183684441
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502052,183684442
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502052,183684443
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502052,183684444
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502052,183684445
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502053,183684446
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502053,183684447
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502053,183684448
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502053,183684449
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502053,183684450
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502053,183684451
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502053,183684452
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502053,183684453
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502053,183684454
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502053,183684455
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502053,183684456
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502053,183684457
5,May,None,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17502039,183684278
11,November,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502039,183684279
4,April,None,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17502039,183684280
10,October,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502039,183684281
9,September,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502039,183684282
1,January,None,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17502039,183684283
6,June,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502039,183684284
3,March,None,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17502039,183684285
7,July,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502039,183684286
2,February,None,,Frequent,Brief (2 to 7 days),0,15,30,NA,NA,NA,NA,NA,NA,17502039,183684287
12,December,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502039,183684288
8,August,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502039,183684289
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502040,183684290
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502040,183684291
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502040,183684292
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502040,183684293
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502040,183684294
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502040,183684295
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502040,183684296
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502040,183684297
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502040,183684298
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502040,183684299
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502040,183684300
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502040,183684301
10,October,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502041,183684302
11,November,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502041,183684303
3,March,None,,Frequent,Brief (2 to 7 days),0,7,15,NA,NA,NA,NA,NA,NA,17502041,183684304
5,May,None,,Frequent,Brief (2 to 7 days),0,7,15,NA,NA,NA,NA,NA,NA,17502041,183684305
8,August,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502041,183684306
2,February,None,,Frequent,Brief (2 to 7 days),0,7,15,NA,NA,NA,NA,NA,NA,17502041,183684307
7,July,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502041,183684308
9,September,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502041,183684309
1,January,None,,Frequent,Brief (2 to 7 days),0,7,15,NA,NA,NA,NA,NA,NA,17502041,183684310
4,April,None,,Frequent,Brief (2 to 7 days),0,7,15,NA,NA,NA,NA,NA,NA,17502041,183684311
6,June,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502041,183684312
12,December,None,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502041,183684313
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502042,183684314
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502042,183684315
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502042,183684316
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502042,183684317
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502042,183684318
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502042,183684319
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502042,183684320
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502042,183684321
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502042,183684322
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502042,183684323
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502042,183684324
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502042,183684325
2,February,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502043,183684326
9,September,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502043,183684327
4,April,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502043,183684328
11,November,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502043,183684329
6,June,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502043,183684330
3,March,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502043,183684331
8,August,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502043,183684332
1,January,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502043,183684333
10,October,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502043,183684334
7,July,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502043,183684335
5,May,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502043,183684336
12,December,None,,None,,NA,NA,NA,NA,NA,NA,NA,NA,NA,17502043,183684337
