cokey,mrulekey,mrulename,seqnum,rulekey,rulename,ruledepth,interpll,interpllc,interplr,interplrc,interphr,interphrc,interphh,interphhc,nullpropdatabool,defpropdatabool,incpropdatabool,cointerpkey
17497729,52252,FOR - White Oak Suitability (MO),3,52248,White Oak Soil Reaction,1,0.995,Ph = 5.5 to 6.5,0.995,Ph = 5.5 to 6.5,0.995,Ph = 5.5 to 6.5,0.995,Ph = 5.5 to 6.5,0,0,0,1561532427
17497729,26942,WMS - Sprinkler Irrigation RDC (IL),0,26942,WMS - Sprinkler Irrigation RDC (IL),0,0,No limitations,0,No limitations,1,Limitations,1,Limitations,1,1,0,1561532428
17497729,26942,WMS - Sprinkler Irrigation RDC (IL),1,12538,"Flooding, (Freq,VFreq = 1, crisp, growing season) - MO2",1,0,Flooding < frequent in growing season,0,Flooding < frequent in growing season,1,Flooding >= frequent in growing season,1,Flooding >= frequent in growing season,0,0,0,1561532429
17497729,24388,AWM - Irrigation Disposal of Wastewater,0,24388,AWM - Irrigation Disposal of Wastewater,0,0.6,Somewhat limited,0.769,Somewhat limited,0.769,Somewhat limited,1,Very limited,0,0,0,1561532430
17497729,24388,AWM - Irrigation Disposal of Wastewater,1,236,Surface Reaction (pH 5 to 6.5),1,0,No acidity limitation,0.769,Too acid,0.769,Too acid,1,Too acid,0,0,0,1561532431
17497729,24388,AWM - Irrigation Disposal of Wastewater,2,244,Flooding > Rare Freq.,1,0.6,Flooding,0.6,Flooding,0.6,Flooding,0.6,Flooding,0,0,0,1561532432
17497729,235,AWM - Land Application of Municipal Sewage Sludge,0,235,AWM - Land Application of Municipal Sewage Sludge,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1561532433
17497729,235,AWM - Land Application of Municipal Sewage Sludge,1,10909,Flooding  Very Rare/Rare Freq.,1,1,Flooding,1,Flooding,1,Flooding,1,Flooding,0,0,0,1561532434
17497729,235,AWM - Land Application of Municipal Sewage Sludge,2,236,Surface Reaction (pH 5 to 6.5),1,0,No acidity limitation,0.769,Too acid,0.769,Too acid,1,Too acid,0,0,0,1561532435
17497729,205,AWM - Manure and Food Processing Waste,0,205,AWM - Manure and Food Processing Waste,0,0.6,Somewhat limited,0.6,Somewhat limited,0.6,Somewhat limited,0.776,Somewhat limited,0,0,0,1561532436
17497729,205,AWM - Manure and Food Processing Waste,1,244,Flooding > Rare Freq.,1,0.6,Flooding,0.6,Flooding,0.6,Flooding,0.6,Flooding,0,0,0,1561532437
17497729,205,AWM - Manure and Food Processing Waste,2,227,Surface Reaction (pH 3.5 to 6.5),1,0,No acidity limitation,0.219,Too acid,0.219,Too acid,0.776,Too acid,0,0,0,1561532438
17497729,258,AWM - Overland Flow Process Treatment of Wastewater,0,258,AWM - Overland Flow Process Treatment of Wastewater,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1561532439
17497729,258,AWM - Overland Flow Process Treatment of Wastewater,1,255,Seepage Limitation (1 - 4 um/sec) Surface Layer,1,1,Seepage,1,Seepage,1,Seepage,1,Seepage,0,0,0,1561532440
17497729,258,AWM - Overland Flow Process Treatment of Wastewater,2,10909,Flooding  Very Rare/Rare Freq.,1,1,Flooding,1,Flooding,1,Flooding,1,Flooding,0,0,0,1561532441
17497729,258,AWM - Overland Flow Process Treatment of Wastewater,3,236,Surface Reaction (pH 5 to 6.5),1,0,No acidity limitation,0.769,Too acid,0.769,Too acid,1,Too acid,0,0,0,1561532442
17497729,238,AWM - Rapid Infiltration Disposal of Wastewater,0,238,AWM - Rapid Infiltration Disposal of Wastewater,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1561532443
17497729,238,AWM - Rapid Infiltration Disposal of Wastewater,1,290,"Wet, Ground Water Within 180 cm of the Surface",1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1561532444
17497729,238,AWM - Rapid Infiltration Disposal of Wastewater,2,289,Percolation (10 - 40 um/sec) 0 to 60 Inches,1,0.961,Slow water movement,1,Slow water movement,1,Slow water movement,1,Slow water movement,0,0,0,1561532445
17497729,238,AWM - Rapid Infiltration Disposal of Wastewater,3,244,Flooding > Rare Freq.,1,0.6,Flooding,0.6,Flooding,0.6,Flooding,0.6,Flooding,0,0,0,1561532446
17497729,254,AWM - Slow Rate Process Treatment of Wastewater,0,254,AWM - Slow Rate Process Treatment of Wastewater,0,0.6,Somewhat limited,0.769,Somewhat limited,0.769,Somewhat limited,1,Very limited,0,0,0,1561532447
17497729,254,AWM - Slow Rate Process Treatment of Wastewater,1,236,Surface Reaction (pH 5 to 6.5),1,0,No acidity limitation,0.769,Too acid,0.769,Too acid,1,Too acid,0,0,0,1561532448
17497729,254,AWM - Slow Rate Process Treatment of Wastewater,2,244,Flooding > Rare Freq.,1,0.6,Flooding,0.6,Flooding,0.6,Flooding,0.6,Flooding,0,0,0,1561532449
17497729,54166,"DHS - Catastrophic Event, Large Animal Mortality, Burial",0,54166,"DHS - Catastrophic Event, Large Animal Mortality, Burial",0,1,Very severely limited,1,Very severely limited,1,Very severely limited,1,Very severely limited,0,0,0,1561532450
17497729,54166,"DHS - Catastrophic Event, Large Animal Mortality, Burial",1,19895,Ground Water Within 200 cm of the Surface,1,1,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1561532451
17497729,54166,"DHS - Catastrophic Event, Large Animal Mortality, Burial",2,63698,Flooding  Very Rare/Rare Freq/Occas.,1,0.5,Flooding,0.5,Flooding,0.5,Flooding,0.5,Flooding,0,0,0,1561532452
17497729,54168,"DHS - Catastrophic Event, Large Animal Mortality, Incinerate",0,54168,"DHS - Catastrophic Event, Large Animal Mortality, Incinerate",0,0.5,Somewhat limited,0.5,Somewhat limited,0.5,Somewhat limited,0.5,Somewhat limited,0,0,0,1561532453
17497729,54168,"DHS - Catastrophic Event, Large Animal Mortality, Incinerate",1,63698,Flooding  Very Rare/Rare Freq/Occas.,1,0.5,Flooding,0.5,Flooding,0.5,Flooding,0.5,Flooding,0,0,0,1561532454
17497729,21013,"DHS - Catastrophic Mortality, Large Animal Disposal, Pit",0,21013,"DHS - Catastrophic Mortality, Large Animal Disposal, Pit",0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1561532455
17497729,21013,"DHS - Catastrophic Mortality, Large Animal Disposal, Pit",1,10909,Flooding  Very Rare/Rare Freq.,1,1,Flooding,1,Flooding,1,Flooding,1,Flooding,0,0,0,1561532456
17497729,21013,"DHS - Catastrophic Mortality, Large Animal Disposal, Pit",2,19895,Ground Water Within 200 cm of the Surface,1,1,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1561532457
17497729,21014,"DHS - Catastrophic Mortality, Large Animal Disposal, Trench",0,21014,"DHS - Catastrophic Mortality, Large Animal Disposal, Trench",0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1561532458
17497729,21014,"DHS - Catastrophic Mortality, Large Animal Disposal, Trench",1,10909,Flooding  Very Rare/Rare Freq.,1,1,Flooding,1,Flooding,1,Flooding,1,Flooding,0,0,0,1561532459
17497729,21014,"DHS - Catastrophic Mortality, Large Animal Disposal, Trench",2,19895,Ground Water Within 200 cm of the Surface,1,1,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1561532460
17497729,20799,DHS - Potential for Radioactive Bioaccumulation,0,20799,DHS - Potential for Radioactive Bioaccumulation,0,0,Very low bioaccumulation potential,0.33,Moderate bioaccumulation potential,0.33,Moderate bioaccumulation potential,0.413,Moderate bioaccumulation potential,0,0,0,1561532461
17497729,20799,DHS - Potential for Radioactive Bioaccumulation,1,20818,Bioaccumulation Material Gain Potential,1,0,Does not gain bioavailable material,0,Does not gain bioavailable material,0,Does not gain bioavailable material,0,Does not gain bioavailable material,0,0,0,1561532462
17497729,20799,DHS - Potential for Radioactive Bioaccumulation,2,20866,Bioaccumulation Sorption,1,0,"Bioavailability low due to CEC, pH, or organic sorption",0.33,"Bioavailability high due to low CEC, pH, or organic sorption",0.33,"Bioavailability high due to low CEC, pH, or organic sorption",0.412,"Bioavailability high due to low CEC, pH, or organic sorption",0,0,0,1561532463
17497729,20791,DHS - Potential for Radioactive Sequestration,0,20791,DHS - Potential for Radioactive Sequestration,0,0.8,Moderately high sequestration potential,0.394,Moderate sequestration potential,0.394,Moderate sequestration potential,0.793,Moderately high sequestration potential,0,0,0,1561532464
17497729,20791,DHS - Potential for Radioactive Sequestration,1,20793,Sequestration Organic Surface,1,0.294,Sequestration due to fertility effects,0.394,Sequestration due to fertility effects,0.394,Sequestration due to fertility effects,0.794,Sequestration due to fertility effects,0,0,0,1561532465
17497729,20791,DHS - Potential for Radioactive Sequestration,2,20814,Sequestration Clay Content,1,0.8,Adsorption by clay,0.145,Adsorption by clay,0.145,Adsorption by clay,0,Low adsorption by clay,0,0,0,1561532466
17497729,20309,"DHS - Rubble and Debris Disposal, Large-Scale Event",0,20309,"DHS - Rubble and Debris Disposal, Large-Scale Event",0,1,Severely limited,1,Severely limited,1,Severely limited,1,Severely limited,0,0,0,1561532467
17497729,20309,"DHS - Rubble and Debris Disposal, Large-Scale Event",1,10909,Flooding  Very Rare/Rare Freq.,1,1,Flooding,1,Flooding,1,Flooding,1,Flooding,0,0,0,1561532468
17497729,20309,"DHS - Rubble and Debris Disposal, Large-Scale Event",2,19895,Ground Water Within 200 cm of the Surface,1,1,Wetness,1,Wetness,1,Wetness,1,Wetness,0,0,0,1561532469
17497729,20309,"DHS - Rubble and Debris Disposal, Large-Scale Event",3,23660,Dust PM10 and PM2.5 Generation,1,0.123,Dusty,0.123,Dusty,0.123,Dusty,0.123,Dusty,0,0,0,1561532470
17497729,20309,"DHS - Rubble and Debris Disposal, Large-Scale Event",4,25796,"Unstable Excavation Walls, Catastrophic Events",1,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0,0,0,1561532471
17497729,20468,DHS - Site for Composting Facility - Subsurface,0,20468,DHS - Site for Composting Facility - Subsurface,0,0.903,Somewhat limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1561532472
17497729,20468,DHS - Site for Composting Facility - Subsurface,1,23635,Piping  (revised),1,0,Low piping potential,1,Piping,1,Piping,1,Piping,0,0,0,1561532473
17497729,20468,DHS - Site for Composting Facility - Subsurface,2,20465,Depth to Saturation (100-200cm),1,0.903,Wetness,0.903,Wetness,0.903,Wetness,0.903,Wetness,0,0,0,1561532474
17497729,20468,DHS - Site for Composting Facility - Subsurface,3,314,Flooding Limitation,1,0.5,Flooding,0.5,Flooding,0.5,Flooding,0.5,Flooding,0,0,0,1561532475
17497729,20468,DHS - Site for Composting Facility - Subsurface,4,20487,Precipitation,1,0,Favorable precipitation,0.026,Low precipitation,0.026,Low precipitation,0.117,Low precipitation,0,0,0,1561532476
17497729,20468,DHS - Site for Composting Facility - Subsurface,5,25796,"Unstable Excavation Walls, Catastrophic Events",1,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0,0,0,1561532477
17497729,20461,DHS - Site for Composting Facility - Surface,0,20461,DHS - Site for Composting Facility - Surface,0,0.903,Somewhat limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1561532478
17497729,20461,DHS - Site for Composting Facility - Surface,1,23635,Piping  (revised),1,0,Low piping potential,1,Piping,1,Piping,1,Piping,0,0,0,1561532479
17497729,20461,DHS - Site for Composting Facility - Surface,2,20465,Depth to Saturation (100-200cm),1,0.903,Wetness,0.903,Wetness,0.903,Wetness,0.903,Wetness,0,0,0,1561532480
17497729,20461,DHS - Site for Composting Facility - Surface,3,314,Flooding Limitation,1,0.5,Flooding,0.5,Flooding,0.5,Flooding,0.5,Flooding,0,0,0,1561532481
17497729,20461,DHS - Site for Composting Facility - Surface,4,20487,Precipitation,1,0,Favorable precipitation,0.026,Low precipitation,0.026,Low precipitation,0.117,Low precipitation,0,0,0,1561532482
17497729,20382,DHS - Suitability for Clay Liner Material,0,20382,DHS - Suitability for Clay Liner Material,0,0,Poor,0,Poor,0,Poor,0,Poor,0,0,0,1561532483
17497729,20382,DHS - Suitability for Clay Liner Material,1,20506,Hard to Pack Subrule,1,0,Hard to pack,0,Hard to pack,0,Hard to pack,0,Hard to pack,0,0,0,1561532484
17497729,20382,DHS - Suitability for Clay Liner Material,2,20446,Area Reclaim Subrule,1,0,Area reclaim difficult,0.059,Area reclaim difficulty,0.059,Area reclaim difficulty,0.059,Area reclaim difficulty,0,0,0,1561532485
17497729,20382,DHS - Suitability for Clay Liner Material,3,20388,Depth to Saturation,1,0.097,Wetness,0.097,Wetness,0.097,Wetness,0.097,Wetness,0,0,0,1561532486
17497729,20382,DHS - Suitability for Clay Liner Material,4,20428,"Flooding Limitation, Suitability",1,0.5,Flooding,0.5,Flooding,0.5,Flooding,0.5,Flooding,0,0,0,1561532487
17497729,20472,DHS - Suitability for Composting Medium and Final Cover,0,20472,DHS - Suitability for Composting Medium and Final Cover,0,0.5,Fair,0.944,Fair,0.944,Fair,1,Good,0,0,0,1561532488
17497729,20472,DHS - Suitability for Composting Medium and Final Cover,1,20485,"pH, WTD_AVG 0 to 100cm",1,0.5,Too acid,0.944,Too acid,0.944,Too acid,1,No acidity limitation,0,0,0,1561532489
17497729,10324,ENG - Construction Materials; Gravel Source,0,10324,ENG - Construction Materials; Gravel Source,0,0,Poor,0,Poor,0,Poor,0,Poor,0,0,0,1561532490
17497729,10324,ENG - Construction Materials; Gravel Source,1,22954,"Gravel Bottom Layer, Cemented",1,0,Bottom layer,0,Bottom layer,0,Bottom layer,0,Bottom layer,0,0,0,1561532491
17497729,10324,ENG - Construction Materials; Gravel Source,2,22955,"Gravel Thickest Layer, Cemented",1,0,Thickest layer,0,Thickest layer,0,Thickest layer,0,Thickest layer,0,0,0,1561532492
17497729,10514,ENG - Construction Materials; Reclamation,0,10514,ENG - Construction Materials; Reclamation,0,0.059,Fair,0.059,Fair,0.059,Fair,0.059,Fair,0,0,0,1561532493
17497729,10514,ENG - Construction Materials; Reclamation,1,10368,Erodibility Factor Maximum,1,0.059,Water erosion,0.059,Water erosion,0.059,Water erosion,0.059,Water erosion,0,0,0,1561532494
17497729,10514,ENG - Construction Materials; Reclamation,2,10470,Organic Matter < 1% to a Depth of 72 inches,1,0.08,Low content of organic matter,0.245,Low content of organic matter,0.245,Low content of organic matter,0.5,Low content of organic matter,0,0,0,1561532495
17497729,10514,ENG - Construction Materials; Reclamation,3,10367,pH Minimum (acid),1,0.08,Too acid,0.32,Too acid,0.32,Too acid,0.68,Too acid,0,0,0,1561532496
17497729,10028,ENG - Construction Materials; Roadfill,0,10028,ENG - Construction Materials; Roadfill,0,0,Poor,0.787,Fair,0.787,Fair,0.787,Fair,0,0,0,1561532497
17497729,10028,ENG - Construction Materials; Roadfill,1,23779,"Dust PM10 and PM2.5 Generation, Suitability",1,0.787,Dusty,0.787,Dusty,0.787,Dusty,0.787,Dusty,0,0,0,1561532498
17497729,10332,ENG - Construction Materials; Sand Source,0,10332,ENG - Construction Materials; Sand Source,0,0,Poor,0,Poor,0,Poor,0,Poor,0,0,0,1561532499
17497729,10332,ENG - Construction Materials; Sand Source,1,23704,Sand Bottom Layer (revised),1,0,Bottom layer,0,Bottom layer,0,Bottom layer,0,Bottom layer,0,0,0,1561532500
17497729,10332,ENG - Construction Materials; Sand Source,2,21969,Sand Thickest Layer (revised),1,0,Thickest layer,0,Thickest layer,0,Thickest layer,0,Thickest layer,0,0,0,1561532501
17497729,10345,ENG - Construction Materials; Topsoil,0,10345,ENG - Construction Materials; Topsoil,0,0.5,Fair,0.944,Fair,0.944,Fair,0.961,Fair,0,0,0,1561532502
17497729,10345,ENG - Construction Materials; Topsoil,1,20966,"pH in the Thickest Layer to 40 in, revised",1,0.5,Too acid,0.944,Too acid,0.944,Too acid,1,No acidity limitation,0,0,0,1561532503
17497729,10345,ENG - Construction Materials; Topsoil,2,44457,"MEQ 5-30 (0-100 cm, ECEC first)",1,0.961,Exchange capacity,0.961,Exchange capacity,0.961,Exchange capacity,0.961,Exchange capacity,0,0,0,1561532504
17497729,989,ENG - Daily Cover for Landfill,0,989,ENG - Daily Cover for Landfill,0,0.123,Somewhat limited,0.123,Somewhat limited,0.123,Somewhat limited,0.123,Somewhat limited,0,0,0,1561532505
17497729,989,ENG - Daily Cover for Landfill,1,23660,Dust PM10 and PM2.5 Generation,1,0.123,Dusty,0.123,Dusty,0.123,Dusty,0.123,Dusty,0,0,0,1561532506
17497729,340,ENG - Dwellings W/O Basements,0,340,ENG - Dwellings W/O Basements,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1561532507
17497729,340,ENG - Dwellings W/O Basements,1,213,Flooding (Maximum Frequency),1,1,Flooding,1,Flooding,1,Flooding,1,Flooding,0,0,0,1561532508
17497729,393,ENG - Dwellings With Basements,0,393,ENG - Dwellings With Basements,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1561532509
17497729,393,ENG - Dwellings With Basements,1,213,Flooding (Maximum Frequency),1,1,Flooding,1,Flooding,1,Flooding,1,Flooding,0,0,0,1561532510
17497729,393,ENG - Dwellings With Basements,2,304,"Wet, Ground Water Near the Surface (75 - 180cm)",1,0.612,Depth to saturated zone,0.612,Depth to saturated zone,0.612,Depth to saturated zone,0.612,Depth to saturated zone,0,0,0,1561532511
17497729,402,"ENG - Lawn, Landscape, Golf Fairway",0,402,"ENG - Lawn, Landscape, Golf Fairway",0,0.6,Somewhat limited,0.6,Somewhat limited,0.6,Somewhat limited,0.75,Somewhat limited,0,0,0,1561532512
17497729,402,"ENG - Lawn, Landscape, Golf Fairway",1,244,Flooding > Rare Freq.,1,0.6,Flooding,0.6,Flooding,0.6,Flooding,0.6,Flooding,0,0,0,1561532513
17497729,402,"ENG - Lawn, Landscape, Golf Fairway",2,44458,MEQ  ECEC first 0-30cm,1,0,Exchange capacity not limiting,0.5,Low exchange capacity,0.5,Low exchange capacity,0.75,Low exchange capacity,0,0,0,1561532514
17497729,402,"ENG - Lawn, Landscape, Golf Fairway",3,23660,Dust PM10 and PM2.5 Generation,1,0.123,Dusty,0.123,Dusty,0.123,Dusty,0.123,Dusty,0,0,0,1561532515
17497729,398,ENG - Local Roads and Streets,0,398,ENG - Local Roads and Streets,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1561532516
17497729,398,ENG - Local Roads and Streets,1,399,Potential Frost Action > Low,1,1,Frost action,1,Frost action,1,Frost action,1,Frost action,0,0,0,1561532517
17497729,398,ENG - Local Roads and Streets,2,10909,Flooding  Very Rare/Rare Freq.,1,1,Flooding,1,Flooding,1,Flooding,1,Flooding,0,0,0,1561532518
17497729,979,ENG - Sanitary Landfill (Area),0,979,ENG - Sanitary Landfill (Area),0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1561532519
17497729,979,ENG - Sanitary Landfill (Area),1,10909,Flooding  Very Rare/Rare Freq.,1,1,Flooding,1,Flooding,1,Flooding,1,Flooding,0,0,0,1561532520
17497729,979,ENG - Sanitary Landfill (Area),2,14500,Wetness Perched 45-90 and Apparent,1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1561532521
17497729,979,ENG - Sanitary Landfill (Area),3,23660,Dust PM10 and PM2.5 Generation,1,0.123,Dusty,0.123,Dusty,0.123,Dusty,0.123,Dusty,0,0,0,1561532522
17497729,419,ENG - Sanitary Landfill (Trench),0,419,ENG - Sanitary Landfill (Trench),0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1561532523
17497729,419,ENG - Sanitary Landfill (Trench),1,10909,Flooding  Very Rare/Rare Freq.,1,1,Flooding,1,Flooding,1,Flooding,1,Flooding,0,0,0,1561532524
17497729,419,ENG - Sanitary Landfill (Trench),2,14501,Wetness Perched 60-120 and Apparent,1,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,1,Depth to saturated zone,0,0,0,1561532525
17497729,419,ENG - Sanitary Landfill (Trench),3,23660,Dust PM10 and PM2.5 Generation,1,0.123,Dusty,0.123,Dusty,0.123,Dusty,0.123,Dusty,0,0,0,1561532526
17497729,208,ENG - Septic Tank Absorption Fields,0,208,ENG - Septic Tank Absorption Fields,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1561532527
17497729,208,ENG - Septic Tank Absorption Fields,1,10909,Flooding  Very Rare/Rare Freq.,1,1,Flooding,1,Flooding,1,Flooding,1,Flooding,0,0,0,1561532528
17497729,208,ENG - Septic Tank Absorption Fields,2,231,"Wet, Ground Water Near the Surface (120 - 180cm)",1,0.998,Depth to saturated zone,0.998,Depth to saturated zone,0.998,Depth to saturated zone,0.998,Depth to saturated zone,0,0,0,1561532529
17497729,208,ENG - Septic Tank Absorption Fields,3,233,"Percolation 60 - 180cm (24-72"")",1,0,Ksat not restrictive,0.465,Slow water movement,0.465,Slow water movement,0.999,Slow water movement,0,0,0,1561532530
17497729,430,ENG - Sewage Lagoons,0,430,ENG - Sewage Lagoons,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1561532531
17497729,430,ENG - Sewage Lagoons,1,10909,Flooding  Very Rare/Rare Freq.,1,1,Flooding,1,Flooding,1,Flooding,1,Flooding,0,0,0,1561532532
17497729,430,ENG - Sewage Lagoons,2,428,"Wet, Ground Water Near the Surface (105 - 150cm)",1,0.715,Depth to saturated zone,0.715,Depth to saturated zone,0.715,Depth to saturated zone,0.715,Depth to saturated zone,0,0,0,1561532533
17497729,430,ENG - Sewage Lagoons,3,424,"Seepage 30 - 150cm (12-60"")",1,0.001,Seepage,0.533,Seepage,0.533,Seepage,1,Seepage,0,0,0,1561532534
17497729,302,ENG - Shallow Excavations,0,302,ENG - Shallow Excavations,0,0.612,Somewhat limited,0.612,Somewhat limited,0.612,Somewhat limited,0.612,Somewhat limited,0,0,0,1561532535
17497729,302,ENG - Shallow Excavations,1,304,"Wet, Ground Water Near the Surface (75 - 180cm)",1,0.612,Depth to saturated zone,0.612,Depth to saturated zone,0.612,Depth to saturated zone,0.612,Depth to saturated zone,0,0,0,1561532536
17497729,302,ENG - Shallow Excavations,2,10910,Flooding Occas/Freqent Freq.,1,0.6,Flooding,0.6,Flooding,0.6,Flooding,0.6,Flooding,0,0,0,1561532537
17497729,302,ENG - Shallow Excavations,3,23660,Dust PM10 and PM2.5 Generation,1,0.123,Dusty,0.123,Dusty,0.123,Dusty,0.123,Dusty,0,0,0,1561532538
17497729,302,ENG - Shallow Excavations,4,23768,"Unstable Excavation Walls, revised",1,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0.01,Unstable excavation walls,0,0,0,1561532539
17497729,395,ENG - Small Commercial Buildings,0,395,ENG - Small Commercial Buildings,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1561532540
17497729,395,ENG - Small Commercial Buildings,1,213,Flooding (Maximum Frequency),1,1,Flooding,1,Flooding,1,Flooding,1,Flooding,0,0,0,1561532541
17497729,23656,ENG - Unpaved Local Roads and Streets,0,23656,ENG - Unpaved Local Roads and Streets,0,1,Very limited,1,Very limited,1,Very limited,1,Very limited,0,0,0,1561532542
17497729,23656,ENG - Unpaved Local Roads and Streets,1,399,Potential Frost Action > Low,1,1,Frost action,1,Frost action,1,Frost action,1,Frost action,0,0,0,1561532543
17497729,23656,ENG - Unpaved Local Roads and Streets,2,10909,Flooding  Very Rare/Rare Freq.,1,1,Flooding,1,Flooding,1,Flooding,1,Flooding,0,0,0,1561532544
17497729,23656,ENG - Unpaved Local Roads and Streets,3,23660,Dust PM10 and PM2.5 Generation,1,0.123,Dusty,0.123,Dusty,0.123,Dusty,0.123,Dusty,0,0,0,1561532545
